flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,, 
🇺🇦,7rowl,0,1,8:00.564,8:01.225,19 Jul 2024,686,(V),4542168202417465956,,,https://www.speedrun.com/mc/runs/y4l3p3qz,8,1,225,481225,661,0.661,480564,1.172692691,421494,1.141712575,,0.7096,1.36435053,59.2256,83.4588,728.2228,1.99086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,686,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇪,jason_n,0,0,8:01.271,8:01.271,25 Oct 2024,588,(U),-8000908414180372217,,,https://www.youtube.com/watch?v=VmnT8lICQ94,8,1,271,481271,0,0,481271,1.172804788,421494,1.14182171,,0.7453,1.365196782,62.1848,83.4386,727.9090,1.99236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,588,0.000000001482186907,0.000001236715955,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇧🇪,boyenn,0,1,7:59.551,8:01.422,08 Jun 2025,362,(V),254566834946075032,,,https://www.speedrun.com/mc/runs/z00rj59z,8,1,422,481422,1871,1.871,479551,1.173172758,421494,1.14217996,,0.8344,1.36797811,69.5686,83.3720,726.8778,1.99733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,362,0.008705565023,7.258006992,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇮,iluappi,0,1,7:59.559,8:01.633,15 Oct 2025,233,(V),-1502625211715149134,,,https://www.speedrun.com/mc/runs/y4016j2z,8,1,633,481633,2074,2.074,479559,1.173686942,410359,1.173686942,,0.8900,1.634037284,68.5100,76.9749,725.4334,2.00428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0.2822580092,217.26775,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇬🇧,priffie,0,1,8:03.241,8:03.241,03 Dec 2023,915,(V),-4868324554498692300,12,Yes,https://www.speedrun.com/mc/run/yoole61y,8,3,241,483241,0,0,483241,1.177605463,465828,1.03738075,,0.6329,0.7464535101,61.5762,97.2978,714.2998,2.05803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,915,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:03.337,8:03.337,17 Jun 2025,353,(U),-4304452735829751506,,,https://www.youtube.com/watch?v=ul-SUoNx_XU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=131,8,3,337,483337,0,0,483337,1.177839404,410359,1.177839404,,0.8382,1.672434485,63.7471,76.0524,713.6281,2.06128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,9.349385147,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
Tenes9999,Tenes9999,0,1,8:03.631,8:03.631,16 May 2025,385,(V),-7442337813042441622,,,https://www.speedrun.com/mc/runs/zngk3x8m,8,3,631,483631,0,0,483631,1.17855585,421494,1.147420841,,0.8249,1.409269773,67.9568,82.3824,711.5661,2.07126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0.00332374706,2.738183332,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,PAPLERR,0,1,8:04.190,8:04.190,26 Jan 2025,495,(V),-5524626450736366561,,,https://www.speedrun.com/mc/runs/m3w6egwy,8,4,190,484190,0,0,484190,1.179918072,421494,1.148747076,,0.7808,1.41989972,64.1209,82.1273,707.6252,2.09037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0.000005402020542,0.004436531769,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:04.394,8:04.394,30 Sep 2025,248,(U),see video,,,https://www.youtube.com/watch?v=xW_pib-H4zw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=143,8,4,394,484394,0,0,484394,1.180415197,410359,1.180415197,,0.8834,1.696664062,66.6697,75.4712,706.1805,2.09738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.2175559544,164.1920522,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Jay12310,0,0,8:04.480,8:04.480,26 Jan 2025,495,(U),unknown,,,https://www.youtube.com/watch?v=jjYvP5zAbZg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=5,8,4,480,484480,0,0,484480,1.18062477,421494,1.149435105,,0.7808,1.425443444,64.0169,81.9941,705.5704,2.10034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0.000005402020542,0.004429340415,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇧🇷,brahmaquente,0,1,8:01.509,8:04.797,12 May 2025,389,(V),4176313215067158543,,,https://www.speedrun.com/mc/runs/y4nwjk3m,8,4,797,484797,3288,3.288,481509,1.181397264,421494,1.150187191,,0.8232,1.431526127,67.3811,81.8480,703.3162,2.11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0.002776992143,2.272913546,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇦,7rowl,0,1,8:04.491,8:05.070,13 May 2024,753,(U),3390807343358437717,,,https://www.youtube.com/watch?v=1KMm0eJPRws,8,5,70,485070,579,0.579,484491,1.182062535,421494,1.150834887,,0.6863,1.436783687,56.0823,81.7217,701.3681,2.12077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,753,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇧🇬,BlindTravel,0,1,8:03.959,8:05.167,10 May 2025,391,(V),3979016117801702341,,,https://www.speedrun.com/mc/runs/y8g1jl5z,8,5,167,485167,1208,1.208,483959,1.182298914,421494,1.151065021,,0.8224,1.438656037,67.1728,81.6767,700.6744,2.12415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0.002534783373,2.070328078,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇹🇿,Kxpow,0,0,8:02.735,8:05.252,10 May 2025,391,(U),-7680287748229501835,,,https://www.youtube.com/watch?v=B-KCsE-Rm1k,8,5,252,485252,2517,2.517,482735,1.18250605,421494,1.151266685,,0.8224,1.440298604,67.1404,81.6373,700.0659,2.12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0.002534783373,2.069327516,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,v_strid,0,1,8:04.428,8:05.428,05 Feb 2025,485,(V),-5544842606483643213,,,https://www.speedrun.com/mc/runs/z5lxpqny,8,5,428,485428,1000,1,484428,1.182934942,421494,1.151684247,,0.7847,1.443705175,63.9935,81.5554,698.8041,2.13326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,0.00001110169787,0.009054031867,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:05.447,8:05.447,13 Jul 2025,327,(U),8311211913392066784,,,https://www.youtube.com/watch?v=MPlhH010LdE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=133,8,5,447,485447,0,0,485447,1.182981243,410359,1.182981243,,0.8492,1.721119446,63.5901,74.8853,698.6677,2.13393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0.03030088679,22.69090027,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇦,loodlow,0,1,8:02.631,8:05.732,30 Jun 2025,340,(V),6502082647557812063,,,https://www.speedrun.com/mc/runs/z16gg09m,8,5,732,485732,3101,3.101,482631,1.183675757,410359,1.183675757,,0.8437,1.727793368,63.0433,74.7255,696.6185,2.14392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0.01963581666,14.67296574,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇵🇱,watermelon1708,0,1,8:03.854,8:07.194,06 Jul 2025,334,(V),9122600350394059007,,,https://www.speedrun.com/mc/runs/yw2v45ny,8,7,194,487194,3340,3.34,483854,1.187238491,410359,1.187238491,,0.8462,1.762400966,62.5327,73.8983,686.0016,2.19586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0.02408971242,17.80187832,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇪,jason_n,0,0,8:07.349,8:07.349,10 Jun 2025,360,(U),6183710647574302652,,,https://www.youtube.com/watch?v=Logr5V0QDDk,8,7,349,487349,0,0,487349,1.187616209,421494,1.156241844,,0.8353,1.481372423,67.3641,80.6495,684.8659,2.20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.00941359837,7.592015494,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,PAPLERR,0,1,8:07.689,8:07.689,28 May 2024,738,(V),-2052078032780233310,,,https://www.speedrun.com/mc/runs/y22nr37y,8,7,689,487689,0,0,487689,1.188444752,421494,1.157048499,,0.6914,1.488132579,55.6506,80.4868,682.3678,2.21371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇳,Acactus_,0,1,8:05.297,8:08.421,23 Feb 2024,833,(V),6832552403849051699,,,https://www.speedrun.com/mc/runs/zn28n27z,8,8,421,488421,3124,3.124,485297,1.190228556,421494,1.158785178,,0.6594,1.502783103,52.8365,80.1341,676.9584,2.24034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇮🇱,sagi_enderman,0,1,8:05.180,8:08.427,24 Jan 2024,863,(V),-1127568643405241248,,,https://www.speedrun.com/mc/runs/zqdn2l1m,8,8,427,488427,3247,3.247,485180,1.190243177,421494,1.158799414,,0.6495,1.502903735,52.0480,80.1312,676.9139,2.24056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,863,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇮,Lathil,0,1,8:08.473,8:08.473,14 Apr 2025,417,(V),-1308536743164996263,,,https://www.speedrun.com/mc/runs/ylpgo0rm,8,8,473,488473,0,0,488473,1.190355274,421494,1.158908549,,0.8118,1.503828873,65.0325,80.1089,676.5725,2.24225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0.0007093430486,0.5682472348,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,meebie,0,0,8:09.030,8:09.030,16 Oct 2025,232,(U),unknown,,,https://www.youtube.com/watch?v=uZ1E_scaXFA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=20,8,9,30,489030,0,0,489030,1.191712622,410359,1.191712622,,0.8905,1.806753411,64.8632,72.8412,672.4258,2.26273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.2868726758,208.9613646,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇪,v_strid,0,0,8:09.512,8:10.109,24 Feb 2025,466,(U),unknown,,,https://www.youtube.com/watch?v=7pN0hljXFFU,8,10,109,490109,597,0.597,489512,1.194342027,421494,1.16278998,,0.7922,1.537073465,62.8245,79.3085,664.3245,2.30290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,1,8:10.305,8:10.305,12 May 2024,754,(V),-8081672849157921881,,,https://www.speedrun.com/mc/runs/y46kvjnz,8,10,305,490305,0,0,490305,1.194819658,421494,1.163254993,,0.6859,1.541101205,54.3324,79.2115,662.8434,2.31027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,754,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,meebie,0,1,8:09.372,8:10.419,07 Jul 2023,1064,(V),-4538563713628989532,12,Yes,https://www.speedrun.com/mc/run/zge2pn0y,8,10,419,490419,1047,1.047,489372,1.195097463,465828,1.052789871,,0.5874,0.8167404078,56.3259,95.8854,661.9806,2.31456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇸🇰,NoFear1337,0,0,7:47.229,8:10.447,27 Dec 2023,891,(U),unknown,16,Yes,https://www.youtube.com/watch?v=GFz5UcBTrAk,8,10,447,490447,23218,23.218,467229,1.195165696,446254,1.099031045,,0.6405,1.068366434,57.9039,90.4037,661.7685,2.31562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,891,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,itsnahan,0,1,8:10.502,8:10.502,19 May 2025,382,(U),-2397708846488236424,,,https://www.youtube.com/watch?v=U4hoPKXpmyo,8,10,502,490502,0,0,490502,1.195299725,421494,1.163722378,,0.8261,1.545159242,65.3585,79.1138,661.3518,2.31769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0.003794142685,3.001690234,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:09.558,8:10.528,23 Jun 2024,712,(U),-6343411097658357214,,,https://www.youtube.com/watch?v=pmNaJCUang0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=38,8,10,528,490528,970,0.97,489558,1.195363085,421494,1.163784063,,0.7005,1.545695551,55.4080,79.1009,661.1547,2.31867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,712,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇬🇧,Steez,0,1,8:10.112,8:10.627,14 Aug 2025,295,(V),-550357973299006184,,,https://www.speedrun.com/mc/runs/y4nn06nm,8,10,627,490627,515,0.515,490112,1.195604337,410359,1.195604337,,0.8629,1.846153327,62.0445,71.9054,660.4038,2.32242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0.07674726717,55.18544293,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,Aquacorde,0,0,8:10.818,8:10.818,15 Jul 2025,325,(U),5155476148031295835,,,https://www.youtube.com/watch?v=m5GWURA89ts,8,10,818,490818,0,0,490818,1.196069783,410359,1.196069783,,0.8500,1.850917303,61.0248,71.7925,658.9530,2.32965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0.03229598047,23.18609378,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:10.890,8:10.890,06 Jan 2025,515,(U),-7855142198495008899,,,https://www.youtube.com/watch?v=__bACJwOlow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=107,8,10,890,490890,0,0,490890,1.196245239,421494,1.164642913,,0.7730,1.55318037,61.0042,78.9207,658.4054,2.33238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,515,0.000001169320789,0.0009228355822,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:10.497,8:11.103,07 Feb 2026,118,(U),unknown,,,https://www.youtube.com/watch?v=c8Pr_8UkxF0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=167,8,11,103,491103,606,0.606,490497,1.196764297,410359,1.196764297,,0.9427,1.858046567,67.5201,71.6236,656.7831,2.34048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,0.8484847223,607.7155798,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇧🇷,brahmaquente,0,1,8:07.405,8:11.357,30 Jul 2024,675,(V),468064970823174801,,,https://www.speedrun.com/mc/runs/meg6x50y,8,11,357,491357,3952,3.952,487405,1.197383267,421494,1.165750877,,0.7136,1.562885244,56.1472,78.6870,654.8442,2.35018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,0,0,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇫🇷,M4xx,0,1,8:10.285,8:11.390,08 Jul 2025,332,(U),-7845767335663169011,,,https://www.youtube.com/watch?v=bqqPkFLKnU0,8,11,390,491390,1105,1.105,490285,1.197463684,410359,1.197463684,,0.8470,1.86525099,60.5241,71.4531,654.5920,2.35144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0.02574700936,18.39703619,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇩🇰,Bloopy,0,0,8:11.720,8:11.720,07 Mar 2026,90,(U),6328234340742294275,,,https://www.youtube.com/watch?v=_3NI29jbOy0,8,11,720,491720,0,0,491720,1.198267858,410359,1.198267858,,0.9560,1.873566084,68.1210,71.2564,652.0650,2.36410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.9296937948,662.4666052,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,itsnahan,0,1,8:11.731,8:12.061,26 Sep 2024,617,(V),8580381741511547234,,,https://www.speedrun.com/mc/runs/ydl27rxz,8,12,61,492061,330,0.33,491731,1.199098838,421494,1.167421126,,0.7345,1.577620273,57.5388,78.3322,649.4454,2.37724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,0,0.00000004931847187,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇷🇴,tudorule,0,1,8:08.070,8:12.219,03 May 2025,398,(V),3079207861677416186,,,https://www.speedrun.com/mc/runs/y6jp6n0m,8,12,219,492219,4149,4.149,488070,1.199483867,421494,1.167795983,,0.8195,1.580944705,64.1316,78.2522,648.2288,2.38335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,0.001828097994,1.430526827,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇦🇺,ParaFraser,0,1,8:10.103,8:12.481,05 Jul 2025,335,(V),-3856485852976638547,,,https://www.speedrun.com/mc/runs/y4nxdrdm,8,12,481,492481,2378,2.378,490103,1.200122332,410359,1.200122332,,0.8458,1.892869275,59.8814,70.8005,646.2074,2.39352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0.0232945116,16.49263554,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,8:12.697,8:12.697,16 Jun 2025,354,(U),8459975692548252643,,,https://www.youtube.com/watch?v=snXcok9zxhU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=130,8,12,697,492697,0,0,492697,1.2006487,410359,1.2006487,,0.8378,1.898380935,59.2063,70.6705,644.5372,2.40194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0.0118410094,8.368102491,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇺🇸,Infume,0,0,8:12.836,8:12.836,17 Jun 2025,353,(U),unknown,,,https://www.youtube.com/watch?v=IKZLFxXVutk,8,12,836,492836,0,0,492836,1.200987428,410359,1.200987428,,0.8382,1.901935465,59.1657,70.5867,643.4606,2.40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,8.677464409,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇹🇿,Kxpow,0,0,8:11.452,8:12.866,09 Nov 2024,573,(U),-4774790054232718199,,,https://www.youtube.com/watch?v=hPLiTXbLFJs,8,12,866,492866,1414,1.414,491452,1.201060535,421494,1.169330999,,0.7509,1.594625009,58.5113,77.9229,643.2281,2.40854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,0.000000006753184267,0.000005262278424,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇨🇦,wethr,0,1,8:13.175,8:13.175,22 Dec 2024,530,(V),4556224492622948754,,,https://www.speedrun.com/mc/runs/y9p0o6vm,8,13,175,493175,0,0,493175,1.201813534,421494,1.170064105,,0.7672,1.601196695,59.6616,77.7648,640.8292,2.42065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,0.0000003422583417,0.0002661564316,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
