flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,, 
🇳🇴,skycrab1,0,0,9:21.933,9:21.933,21 Oct 2024,592,(U),-5604599059233679142,,,https://www.youtube.com/watch?v=IfSVkk_BYyI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=87,9,21,933,561933,0,0,561933,1.36936926,421494,1.333193355,,0.7438,3.843018615,24.6310,33.1157,110.7157,7.00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.0000000009760875799,0.000000323237786,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:22.270,9:22.270,06 Dec 2023,912,(U),unknown,,,https://www.youtube.com/watch?v=4AiI-9WGRVg,9,22,270,562270,0,0,562270,1.370190492,465828,1.207033497,,0.6338,1.96640231,43.7793,69.0728,109.0558,7.03571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,912,0,0,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:22.276,9:22.276,30 Jan 2026,126,(U),-7344504832917567171,,,https://www.youtube.com/watch?v=mW0bPVkZyHc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=25,9,22,276,562276,0,0,562276,1.370205113,410359,1.370205113,,0.9389,4.633870288,21.8169,23.2356,109.0264,7.03633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,0.8186999694,190.2296117,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:21.183,9:22.434,23 Apr 2024,773,(U),unknown,,,https://www.youtube.com/watch?v=NL_05o0zjKg&pp=0gcJCQQLAYcqIYzv,9,22,434,562434,1251,1.251,561183,1.370590142,421494,1.334381984,,0.6794,3.866441209,22.2719,32.7802,108.2537,7.05262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,0,0,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.481,9:22.481,26 May 2024,740,(U),2029778823013494560,,,https://www.youtube.com/watch?v=A__tIzZKmi4,9,22,481,562481,0,0,562481,1.370704676,421494,1.334493492,,0.6907,3.868644969,22.6207,32.7488,108.0245,7.05747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,740,0,0,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.502,9:22.502,07 Jun 2025,363,(U),-803046318085136033,,,https://www.youtube.com/watch?v=XDNtWhu2Vbk,9,22,502,562502,0,0,562502,1.37075585,421494,1.334543315,,0.8340,3.869629986,27.3014,32.7347,107.9222,7.05964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0.008369051687,2.7395875,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:22.503,9:22.503,13 Feb 2026,112,(U),-8952982730153359190,,,https://www.youtube.com/watch?v=qr85451zGsc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=30,9,22,503,562503,0,0,562503,1.370758287,410359,1.370758287,,0.9455,4.646698599,21.8406,23.0985,107.9173,7.05975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.8689299212,200.7099127,,,0,,,,,,,,
🇹🇿,Kxpow,0,0,9:21.477,9:22.628,25 Nov 2024,557,(U),-7404386622282913682,,,https://www.youtube.com/watch?v=8Oy2tN5jbxQ,9,22,628,562628,1151,1.151,561477,1.371062899,421494,1.334842252,,0.7569,3.875544718,24.7138,32.6506,107.3096,7.07267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,0.0000000312617885,0.00001020714913,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.630,9:22.919,24 Jun 2025,346,(U),-731369506168980347,,,https://www.youtube.com/watch?v=JWt0HXHpP90,9,22,919,562919,289,0.289,562630,1.371772034,410359,1.371772034,,0.8411,4.670288513,19.2186,22.8483,105.9030,7.10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0.01588827918,3.630200173,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:22.992,9:22.992,04 Feb 2026,121,(U),9186072717829534641,,,https://www.youtube.com/watch?v=xd8luqUIyHQ&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=28,9,22,992,562992,0,0,562992,1.371949927,410359,1.371949927,,0.9413,4.67443889,21.4657,22.8045,105.5520,7.11043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0.8376490173,191.0217308,,,0,,,,,,,,
🇭🇷,CroProYT,0,0,9:23.011,9:23.011,05 Sep 2023,1004,(U),-6782874286453284642,,,https://www.youtube.com/watch?v=t5T7-utQrwk,9,23,11,563011,0,0,563011,1.371996228,465828,1.208624213,,0.6053,1.98368829,41.5665,68.6688,105.4607,7.11240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,0,0,,,0,,,,,,,,
🇺🇸,meebie,0,0,9:22.696,9:23.114,24 Dec 2023,894,(U),-915907836254045753,06,Yes,https://www.youtube.com/watch?v=Dr2HLNRqUNg,9,23,114,563114,418,0.418,562696,1.372247227,446254,1.261868801,,0.6395,2.64723741,34.5511,54.0246,104.9669,7.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,894,0,0,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:18.196,9:23.126,17 Dec 2025,170,(U),unknown,,,https://www.youtube.com/watch?v=Egmf75w86ko&t=465s,9,23,126,563126,4930,4.93,558196,1.37227647,410359,1.37227647,,0.9185,4.682065799,20.8725,22.7242,104.9095,7.12437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.6118304973,139.0338113,,,0,,,,,,,,
🇹🇿,Kxpow,0,0,9:22.800,9:23.240,15 Aug 2024,659,(U),6054288791678680157,,,https://www.youtube.com/watch?v=AnGRa7hNR5Q,9,23,240,563240,440,0.44,562800,1.372554276,421494,1.33629423,,0.7193,3.904386707,23.1915,32.2426,104.3649,7.13625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0,0.0000000001200340779,,,0,,,,,,,,
🇺🇸,Saturn1249,0,1,9:20.714,9:23.292,14 Oct 2023,965,(V),4043113488438547453,09,Yes,https://www.speedrun.com/mc/runs/ywn0489y,9,23,292,563292,2578,2.578,560714,1.372680994,465828,1.20922744,,0.6172,1.990279222,42.2901,68.5151,104.1170,7.14168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,0,0,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:20.840,9:23.393,29 Jun 2025,341,(U),unknown,,,https://www.youtube.com/watch?v=A_AutcLK3j0,9,23,393,563393,2553,2.553,560840,1.37292712,410359,1.37292712,,0.8432,4.697295201,19.0275,22.5647,103.6367,7.15223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.01896458285,4.279296995,,,0,,,,,,,,
🇫🇮,Cube1337x,0,0,9:23.434,9:23.434,05 Dec 2022,1278,(U),unknown,12,Yes,https://www.youtube.com/watch?v=DabM3su7vRg,9,23,434,563434,0,0,563434,1.373027032,495537,1.137017014,,0.5278,1.328397002,44.5046,84.3178,103.4421,7.15652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:23.530,9:23.530,09 Sep 2024,634,(U),unknown,,,https://www.youtube.com/watch?v=LcP3_KsnQBU&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=13,9,23,530,563530,0,0,563530,1.373260974,421494,1.336982258,,0.7283,3.918119475,23.3428,32.0498,102.9874,7.16656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,634,0,0.00000000274321321,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:22.604,9:23.535,21 Apr 2025,410,(U),unknown,,,https://www.youtube.com/watch?v=5q8FW1Ippp0,9,23,535,563535,931,0.931,562604,1.373273158,421494,1.336994121,,0.8146,3.918356619,26.1065,32.0464,102.9637,7.16709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0.001015778465,0.3255207291,,,0,,,,,,,,
🇸🇪,v_strid,0,0,9:21.355,9:23.554,12 Feb 2024,844,(U),unknown,,,https://www.youtube.com/watch?v=0F9IHJbbpEo,9,23,554,563554,2199,2.199,561355,1.373319459,421494,1.337039199,,0.6557,3.919257881,21.0057,32.0338,102.8739,7.16908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.799,9:23.620,20 Jun 2025,350,(U),-4713042810041071084,,,https://www.youtube.com/watch?v=tUPPN8xWm5Q,9,23,620,563620,821,0.821,562799,1.373480294,410359,1.373480294,,0.8395,4.710277148,18.8285,22.4294,102.5622,7.17599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0.01373923047,3.081630425,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:23.687,9:23.687,03 Oct 2024,610,(U),-7384765236082352690,,,https://www.youtube.com/watch?v=F1V1bKWF_BA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=74,9,23,687,563687,0,0,563687,1.373643566,421494,1.337354743,,0.7371,3.925571824,23.5478,31.9455,102.2464,7.18302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,610,0.0000000001387843259,0.00000004433535978,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:23.710,9:23.710,05 Sep 2024,638,(U),9087246093674379559,,,https://www.youtube.com/watch?v=4u3juUdWOrY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=64,9,23,710,563710,0,0,563710,1.373699614,421494,1.337409311,,0.7269,3.926664616,23.2093,31.9302,102.1382,7.18543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,638,0,0.000000001682023385,,,0,,,,,,,,
🇸🇪,PAPLERR,0,0,9:23.097,9:23.711,30 Mar 2024,797,(U),unknown,,,https://www.youtube.com/watch?v=-TXVz2UyhXI,9,23,711,563711,614,0.614,563097,1.373702051,421494,1.337411683,,0.6713,3.926712134,21.4352,31.9296,102.1335,7.18554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,1,9:22.527,9:23.863,20 Aug 2022,1385,(V),-6071912128039465735,,,https://www.speedrun.com/mc/runs/y4x2xndz,9,23,863,563863,1336,1.336,562527,1.374072459,517884,1.08878243,,0.5003,1.006896513,45.9256,91.7919,101.4198,7.20151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,0,0,,,0,,,,,,,,
🇩🇰,Bloopy,0,0,9:23.928,9:23.928,28 Nov 2024,554,(U),-2126051371963399188,,,https://www.youtube.com/watch?v=Q0HBLIfoV5A,9,23,928,563928,0,0,563928,1.374230856,421494,1.337926519,,0.7581,3.937035674,24.0953,31.7857,101.1156,7.20834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0.0000000412693229,0.00001311773999,,,0,,,,,,,,
🇸🇪,PAPLERR,0,0,9:23.948,9:23.948,22 Oct 2024,591,(U),unknown,,,https://www.youtube.com/watch?v=YX0hgdKIZLY,9,23,948,563948,0,0,563948,1.374279594,421494,1.337973969,,0.7442,3.937988353,23.6438,31.7724,101.0221,7.21045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,0.000000001084109309,0.0000003444479828,,,0,,,,,,,,
🇺🇸,Feinberg,0,0,9:24.066,9:24.066,05 Dec 2022,1278,(U),7850065604828970526,,,https://www.youtube.com/watch?v=9O21256DGy8,9,24,66,564066,0,0,564066,1.374567147,495537,1.138292398,,0.5278,1.33807471,44.3827,84.0869,100.4716,7.22288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:23.427,9:24.091,02 Mar 2024,825,(U),-1696208169374363336,,,https://www.youtube.com/watch?v=dGmT4jJ31yM,9,24,91,564091,664,0.664,563427,1.37462807,421494,1.338313238,,0.6620,3.944805914,20.9704,31.6777,100.3553,7.22552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,825,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:24.105,9:24.105,15 Jan 2025,506,(U),3842162755449251697,,,https://www.youtube.com/watch?v=XO9rgYbn6Bw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=108,9,24,105,564105,0,0,564105,1.374662186,421494,1.338346453,,0.7765,3.945473925,24.5895,31.6685,100.2901,7.22700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0.000002363370925,0.000748443404,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:22.116,9:24.247,24 Mar 2025,438,(U),-6047098650778031938,,,https://www.youtube.com/watch?v=NN8rfsl5mJo,9,24,247,564247,2131,2.131,562116,1.375008225,421494,1.33868335,,0.8033,3.95225509,25.3645,31.5745,99.6310,7.24199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,438,0.0002242459315,0.07080457949,,,0,,,,,,,,
🇫🇷,emia,0,1,9:23.219,9:24.448,29 Jun 2024,706,(V),2145701135424086428,,,https://www.speedrun.com/mc/runs/zxqevkkm,9,24,448,564448,1229,1.229,563219,1.37549804,421494,1.339160225,,0.7026,3.961871302,22.0902,31.4417,98.7027,7.26326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,0,0,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:24.529,9:24.529,18 Jul 2025,322,(U),-9197658143197340999,,,https://www.youtube.com/watch?v=LeAZ9kcT4ks,9,24,529,564529,0,0,564529,1.375695428,410359,1.375695428,,0.8513,4.762577474,18.6361,21.8916,98.3302,7.27185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0.03548572415,7.768380974,,,0,,,,,,,,
🇵🇱,watermelon1708,0,0,9:24.119,9:24.537,14 Sep 2025,264,(U),unknown,,,https://www.youtube.com/watch?v=Y6Sokcc9jqc,9,24,537,564537,418,0.418,564119,1.375714923,410359,1.375714923,,0.8763,4.763040011,19.1804,21.8869,98.2934,7.27270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.1588214919,34.76103746,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:23.488,9:24.567,01 Jul 2023,1070,(U),unknown,,,https://www.youtube.com/watch?v=PuoZym6BBOw,9,24,567,564567,1079,1.079,563488,1.37578803,465828,1.211964502,,0.5857,2.020433627,39.7161,67.8132,98.1557,7.27588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,0,0,,,0,,,,,,,,
🇦🇿,KenanKardes,0,0,9:24.603,9:24.603,12 Jun 2025,358,(U),unknown,,,https://www.youtube.com/watch?v=_XhRM7ZS_eo,9,24,603,564603,0,0,564603,1.375875758,410359,1.375875758,,0.8361,4.766857441,18.2673,21.8480,97.9906,7.27970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0.01017042582,2.222039409,,,0,,,,,,,,
🇮🇱,orachi,0,1,9:22.560,9:24.684,31 Dec 2022,1252,(V),4355905136547056729,09,Yes,https://www.speedrun.com/mc/run/y2jdqg9z,9,24,684,564684,2124,2.124,562560,1.376073146,495537,1.13953953,,0.5347,1.347601162,44.8418,83.8593,97.6198,7.28831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,0,0,,,0,,,,,,,,
🇮🇱,Ranik_,0,1,9:20.683,9:24.724,24 Nov 2023,924,(U),1109837926684475838,10,Yes,https://www.youtube.com/watch?v=dV1aDceWUCA,9,24,724,564724,4041,4.041,560683,1.376170621,465828,1.212301536,,0.6300,2.024175111,42.6691,67.7263,97.4370,7.29256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:23.811,9:24.766,15 May 2023,1117,(U),8584643897871750893,,,https://www.youtube.com/watch?v=JGxZAVwLpq0,9,24,766,564766,955,0.955,563811,1.376272971,465828,1.212391698,,0.5721,2.025177076,38.7306,67.7030,97.2453,7.29703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,0,0,,,0,,,,,,,,
🇺🇸,meebie,0,0,9:25.282,9:25.282,30 Mar 2024,797,(U),unknown,,,https://www.youtube.com/watch?v=H78JhqT_JAE&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=12,9,25,282,565282,0,0,565282,1.377530406,421494,1.341138901,,0.6713,4.001991539,20.7389,30.8924,94.9099,7.35212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,797,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:25.453,9:25.453,01 Jul 2023,1070,(U),unknown,,,https://www.youtube.com/watch?v=5J0MBJD0At4,9,25,453,565453,0,0,565453,1.377947115,465828,1.213866491,,0.5857,2.041629962,39.4282,67.3216,94.1439,7.37046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,0,0,,,0,,,,,,,,
🇸🇪,PAPLERR,0,0,9:25.530,9:25.530,18 Aug 2024,656,(U),unknown,,,https://www.youtube.com/watch?v=LA8pvRHpJq8,9,25,530,565530,0,0,565530,1.378134755,421494,1.341727284,,0.7204,4.01399047,22.1365,30.7296,93.8003,7.37873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0,0.0000000001688128963,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:24.313,9:25.637,26 Sep 2024,617,(U),8823111015249469125,,,https://www.youtube.com/watch?v=9xLUevZxPBM,9,25,637,565637,1324,1.324,564313,1.378395502,421494,1.341981143,,0.7345,4.019177185,22.5208,30.6595,93.3242,7.39024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,617,0,0.00000001930339439,,,0,,,,,,,,
🇦🇺,Erikfzf,0,0,9:25.466,9:25.850,05 Nov 2023,943,(U),-7014933560991100257,09,Yes,https://www.youtube.com/watch?v=yTC-CTw-S9M,9,25,850,565850,384,0.384,565466,1.37891456,465828,1.214718737,,0.6241,2.051192504,41.8749,67.1002,92.3810,7.41319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,0,0,,,0,,,,,,,,
🇺🇸,Reignex,0,0,9:25.893,9:25.893,22 Jun 2023,1079,(U),-3154839464526750191,12,Yes,https://www.youtube.com/watch?v=ODPP7xDMpkg,9,25,893,565893,0,0,565893,1.379019346,465828,1.214811046,,0.5830,2.052230664,39.1081,67.0762,92.1914,7.41783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,0,0,,,0,,,,,,,,
🇨🇿,Cursed_Carrot,0,0,9:22.576,9:26.302,15 Nov 2023,933,(U),Unknown,06,Yes,https://www.youtube.com/watch?v=Jz8Dku3uzKM,9,26,302,566302,3726,3.726,562576,1.380016035,465828,1.215689053,,0.6272,2.062128949,41.9263,66.8475,90.4001,7.46211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:26.244,9:26.244,08 Jul 2024,697,(U),-6098241121848454577,,,https://www.youtube.com/watch?v=yjRzgyThepc,9,26,244,566244,0,0,566244,1.379874695,421494,1.343421259,,0.7057,4.048712543,21.3577,30.2626,90.6527,7.45582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,697,0,0,,,0,,,,,,,,
🇺🇸,Feinberg,0,0,9:23.304,9:26.292,23 Oct 2022,1321,(U),8012915193548119046,,,https://www.youtube.com/watch?v=II4PzqmdYaU,9,26,292,566292,2988,2.988,563304,1.379991666,517884,1.09347267,,0.5166,1.034599476,47.0975,91.1694,90.4436,7.46103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,0,0,,,0,,,,,,,,
