flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,blank,blank2,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇳🇴,skycrab1,0,0,8:41.713,8:44.753,09 Jun 2024,723,(U),3601997149186064061,,,https://www.youtube.com/watch?v=ARk7_DpxA8k&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=27,8,44,753,524753,,,410359,1.278765666,421494,1.244983321,-0.0005,0.6966,2.418006971,41.0106,58.8700,374.2915,3.99650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,723,0,0,
🇸🇰,NoFear1337,0,0,8:44.741,8:45.020,09 Dec 2025,175,(U),unknown,,,https://www.youtube.com/watch?v=LrqzlWWtJ5s,8,45,20,525020,,,410359,1.279416316,410359,1.279416316,-0.0005,0.9162,2.905777306,44.7761,48.8706,372.0080,4.01308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0.5851204825,285.951642,
🇫🇮,sadekeppi,0,1,8:45.285,8:45.285,11 Jan 2025,507,(V),-7902621488584533605,,,https://www.speedrun.com/mc/runs/yoq7jxdz,8,45,285,525285,,,410359,1.280062092,421494,1.246245498,-0.0005,0.7761,2.434507223,45.4108,58.5130,369.7439,4.02961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,0.000002188302782,0.00128044153,
🇺🇸,zylenox,0,0,8:45.232,8:45.815,24 May 2024,739,(U),unknown,,,https://www.youtube.com/watch?v=9LHv2bh2PwU,8,45,815,525815,,,410359,1.281353644,421494,1.24750293,-0.0005,0.6911,2.451045449,40.1907,58.1564,365.2232,4.06284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:43.999,8:45.999,06 Oct 2025,239,(U),unknown,,,https://www.youtube.com/watch?v=CPqlpG_fkso,8,45,999,525999,,,410359,1.281802032,410359,1.281802032,-0.0005,0.8874,2.942606168,42.7393,48.1643,363.6561,4.07443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,iluappi,0,1,8:43.470,8:45.874,31 Jul 2025,306,(V),-5964250352143644519,,,https://www.speedrun.com/mc/runs/yljxnnkm,8,45,874,525874,,,410359,1.281497421,410359,1.281497421,-0.0005,0.8581,2.937880859,41.4086,48.2545,364.7206,4.06655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0.05696822629,27.48975201,
🇹🇿,Kxpow,0,1,8:39.054,8:45.890,29 May 2023,1100,(X),-8065244563761891233,08,Yes,https://www.youtube.com/watch?v=_Wdwq60t9tg,8,45,890,525890,,,410359,1.281536411,465828,1.128936002,-0.0005,0.5769,1.268571434,49.4679,85.7403,364.5843,4.06756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,0,0,
🇸🇰,NoFear1337,0,1,8:43.898,8:45.910,06 Apr 2023,1153,(V),-7753826472617365003,06,Yes,https://www.speedrun.com/mc/run/ywv7303z,8,45,910,525910,,,410359,1.281585149,465828,1.128978936,-0.0005,0.5619,1.268882561,48.1700,85.7330,364.4140,4.06882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1153,0,0,
🇺🇸,doogile,0,1,8:46.031,8:46.031,27 Oct 2022,1314,(V),8426484340228880879,,,https://www.speedrun.com/mc/runs/zq95v58y,8,46,31,526031,,,410359,1.281880012,517884,1.015731322,-0.0005,0.5184,0.6577273206,51.3109,98.9786,363.3837,4.07645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,0,0,
🇳🇴,skycrab1,0,0,8:45.053,8:46.049,08 Nov 2025,206,(U),see video,,,https://www.youtube.com/watch?v=wAckC_nZcLI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=148,8,46,49,526049,,,410359,1.281923876,410359,1.281923876,-0.0005,0.9021,2.944498179,43.4178,48.1282,363.2305,4.07759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,206,0.4172033192,200.7925503,
🇺🇸,Bloon,0,1,8:44.182,8:46.079,16 Sep 2023,990,(V),-6259156646960673664,,,https://www.speedrun.com/mc/runs/zne8x33z,8,46,79,526079,,,410359,1.281996983,465828,1.129341731,-0.0005,0.6096,1.271514422,52.2223,85.6706,362.9752,4.07948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇿,KenanKardes,0,1,8:45.460,8:46.120,27 Jun 2024,705,(V),-2790104330333108477,,,https://www.speedrun.com/mc/runs/y9jrkkem,8,46,120,526120,,,410359,1.282096896,421494,1.248226547,-0.0005,0.7029,2.460608176,40.7353,57.9508,362.6263,4.08207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,0,0,
🇳🇴,skycrab1,0,0,8:46.360,8:46.475,05 Dec 2025,179,(U),see video,,,https://www.youtube.com/watch?v=21D0838rJEA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=151,8,46,475,526475,,,410359,1.282961992,410359,1.282961992,-0.0005,0.9144,2.960661937,43.7266,47.8207,359.6083,4.10456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.5635304555,269.4839731,
🇺🇸,Infume,0,1,8:45.718,8:45.457,22 Sep 2024,618,(V),3279252009956815997,,,https://www.speedrun.com/mc/runs/meg0139y,8,45,457,525457,,,410359,1.280481237,421494,1.24665357,-0.0005,0.7342,2.43986338,42.8742,58.3974,368.2757,4.04036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:44.511,8:46.659,26 Jan 2025,492,(U),unknown,,,https://www.youtube.com/watch?v=x9s_NZF1vo0,8,46,659,526659,,,410359,1.28341038,421494,1.249505331,-0.0005,0.7819,2.477589084,45.0284,57.5868,358.0459,4.11626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,8:46.730,8:46.730,31 Aug 2024,640,(U),-1594197392145476989,,,https://www.youtube.com/watch?v=zkLphmIsY5Y&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=16,8,46,730,526730,,,410359,1.283583399,421494,1.249673779,-0.0005,0.7261,2.479833685,41.7817,57.5387,357.4434,4.12079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0,0.000000002372417514,
🇳🇴,skycrab1,0,0,8:46.809,8:46.809,19 Dec 2025,165,(U),see video,,,https://www.youtube.com/watch?v=C7eIdtsV1E0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=161,8,46,809,526809,,,410359,1.283775913,410359,1.283775913,-0.0005,0.9208,2.97338993,43.8117,47.5794,356.7733,4.12583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,165,0.6381304816,303.6188471,
🇬🇧,priffie,0,0,8:46.823,8:46.823,04 Sep 2024,636,(U),-4378698081047373140,,,https://www.youtube.com/watch?v=PLgRssPZTBU,8,46,823,526823,,,410359,1.28381003,421494,1.249894423,-0.0005,0.7276,2.482776545,41.8196,57.4758,356.6546,4.12672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:45.615,8:46.891,23 May 2024,740,(U),unknown,,,https://www.youtube.com/watch?v=hyrD8CeOnTI,8,46,891,526891,,,410359,1.283975738,421494,1.250055754,-0.0005,0.6907,2.484930288,39.6687,57.4298,356.0780,4.13106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:45.693,8:47.009,10 Jun 2023,1088,(U),3305404777235060755,,,https://www.youtube.com/watch?v=LJc8Ue_wMxc,8,47,9,527009,,,410359,1.284263291,465828,1.131338176,-0.0005,0.5804,1.286088516,49.5244,85.3248,355.0779,4.13861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,0,0,
🇫🇷,Poni,0,1,8:45.604,8:47.223,02 Oct 2022,1339,(V),-1837751846856531191,,,https://www.youtube.com/watch?v=XF7fO8ptCng,8,47,223,527223,,,410359,1.284784786,517884,1.018032996,-0.0005,0.5120,0.6666344622,50.5901,98.8156,353.2657,4.15232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:46.062,8:47.235,05 Mar 2025,454,(U),unknown,,,https://www.youtube.com/watch?v=PmJBX5UDkaQ,8,47,235,527235,,,410359,1.284814029,421494,1.250871899,-0.0005,0.7969,2.49585128,45.5813,57.1967,353.1641,4.15309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,0.00008630125653,0.04936149878,
🇨🇦,bluescaled,0,1,8:47.616,8:47.616,21 Apr 2024,772,(V),2917123539303046566,,,https://www.speedrun.com/mc/runs/y22e7l7y,8,47,616,527616,,,410359,1.285742484,421494,1.251775826,-0.0005,0.6798,2.507996916,38.7049,56.9382,349.9428,4.17761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,21mustard,0,1,8:47.222,8:47.675,11 Oct 2024,599,(V),7459329575802108907,,,https://www.speedrun.com/mc/runs/yj9qjr3z,8,47,675,527675,,,410359,1.285886261,421494,1.251915804,-0.0005,0.7412,2.509882448,42.1722,56.8981,349.4445,4.18142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:44.127,8:47.693,03 Jul 2024,699,(U),-6959476761706024628,,,https://www.youtube.com/watch?v=lpnHvetQjc0,8,47,693,527693,,,410359,1.285930125,421494,1.251958509,-0.0005,0.7050,2.510457946,40.1069,56.8859,349.2925,4.18258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,1,8:47.146,8:47.928,26 Jan 2024,858,(V),3396794474458802452,,,https://www.speedrun.com/mc/runs/z5k414nz,8,47,928,527928,,,410359,1.286502794,421494,1.25251605,-0.0005,0.6512,2.517982217,36.9378,56.7262,347.3096,4.19779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:45.712,8:47.948,29 Apr 2025,399,(U),unknown,,,https://www.youtube.com/watch?v=VeyaKgZL6W8,8,47,948,527948,,,410359,1.286551532,421494,1.2525635,-0.0005,0.8191,2.518623509,46.4555,56.7126,347.1410,4.19909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:47.708,8:47.708,20 Sep 2025,255,(U),see video,,,https://www.youtube.com/watch?v=QaK_cdmaPKQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=138,8,47,708,527708,,,410359,1.285966678,410359,1.285966678,-0.0005,0.8803,3.00789025,41.3120,46.9298,349.1659,4.18355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,255,0.1904934439,89.39825423,
🇫🇮,sadekeppi,0,0,8:47.747,8:47.747,08 Dec 2025,176,(U),unknown,,,https://www.youtube.com/watch?v=U0VSovfqp08,8,47,747,527747,,,410359,1.286061717,410359,1.286061717,-0.0005,0.9158,3.009394927,42.9507,46.9016,348.8366,4.18607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.5797388126,271.9070316,
🇰🇷,temp_gd,0,1,8:44.823,8:47.833,16 Aug 2024,655,(V),7789304644075460763,,,https://www.speedrun.com/mc/runs/y2w7q3jy,8,47,833,527833,,,410359,1.286271289,421494,1.252290661,-0.0005,0.7207,2.51493807,40.9304,56.7908,348.1109,4.19164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:46.578,8:47.860,20 Aug 2023,1017,(U),4103179370625614995,,,https://www.youtube.com/watch?v=uDN8xoI81Ys,8,47,860,527860,,,410359,1.286337085,465828,1.133165031,-0.0005,0.6014,1.299560486,51.1215,85.0047,347.8831,4.19338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,0,0,
🇳🇴,skycrab1,0,0,8:47.874,8:47.874,27 Nov 2024,552,(U),6699117318653298892,,,https://www.youtube.com/watch?v=5ukarnI5ByU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=99,8,47,874,527874,,,410359,1.286371202,421494,1.252387934,-0.0005,0.7588,2.516251456,43.0724,56.7629,347.7650,4.19429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,552,0.00000004958086817,0.00002814352814,
🇩🇰,Bloopy,0,0,8:47.901,8:47.901,22 Sep 2024,618,(U),3928864958060769511,,,https://www.youtube.com/watch?v=aNxuLYPmOdo,8,47,901,527901,,,410359,1.286436998,421494,1.252451992,-0.0005,0.7342,2.517116704,41.6607,56.7445,347.5373,4.19604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,618,0,0.00000003186495548,
🇨🇦,silverr,0,1,8:46.965,8:47.927,22 Oct 2022,1319,(V),2855607942042314683,,,https://www.speedrun.com/mc/runs/zgq688ey,8,47,927,527927,,,410359,1.286500357,517884,1.019392374,-0.0005,0.5171,0.6719521086,51.0479,98.7177,347.3180,4.19772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,0,0,
🇺🇸,doogile,0,0,8:46.669,8:48.064,10 Dec 2023,905,(U),-842020506674052183,,,https://www.youtube.com/watch?v=lirP0lAFhMI,8,48,64,528064,,,410359,1.286834211,446254,1.183326088,-0.0005,0.6360,1.724430288,47.5793,74.8060,346.1632,4.20661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,905,0,0,
🇺🇸,doogile,0,0,8:48.089,8:48.089,23 Jul 2024,679,(U),-8431738247847193587,,,https://www.youtube.com/watch?v=RMvtU2KWgYM,8,48,89,528089,,,410359,1.286895133,421494,1.252898025,-0.0005,0.7121,2.523148755,40.3182,56.6166,345.9526,4.20824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,679,0,0,
🇳🇴,skycrab1,0,0,8:48.272,8:48.272,07 Feb 2026,115,(U),unknown,,,https://www.youtube.com/watch?v=mNshDsaAVzc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=169,8,48,272,528272,,,410359,1.287341084,410359,1.287341084,-0.0005,0.9441,3.029715247,43.9226,46.5221,344.4115,4.22014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.8589131226,399.5846311,
🇨🇦,NoHacsJustRoblox,0,0,8:48.505,8:48.505,08 May 2024,755,(U),unknown,,,https://www.youtube.com/watch?v=5UDUfLkhEoQ,8,48,505,528505,,,410359,1.28790888,421494,1.25388499,-0.0005,0.6856,2.536542154,38.6206,56.3333,342.4518,4.23534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,755,0,0,
🇩🇰,Bloopy,0,0,8:48.509,8:48.509,06 Apr 2026,57,(U),5863096878600780723,,,https://www.youtube.com/watch?v=VfwUs71-gkQ,8,48,509,528509,,,410359,1.287918627,410359,1.287918627,-0.0005,0.9719,3.038928199,45.0484,46.3508,342.4181,4.23560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0.9816511285,455.0028723,
🇳🇴,skycrab1,0,0,8:48.529,8:48.529,03 Feb 2025,484,(U),2881897363802283355,,,https://www.youtube.com/watch?v=-3u6nTAXcUM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=114,8,48,529,528529,,,410359,1.287967365,421494,1.25394193,-0.0005,0.7851,2.537316782,44.2120,56.3169,342.2501,4.23691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,484,0.00001191168866,0.006708298417,
🇳🇴,skycrab1,0,0,8:48.873,8:48.873,10 Dec 2024,539,(U),2315176208545760284,,,https://www.youtube.com/watch?v=_u3kwy8rXbI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=102,8,48,873,528873,,,410359,1.288805656,421494,1.254758075,-0.0005,0.7638,2.548443004,42.8335,56.0823,339.3619,4.25944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,539,0.0000001582512464,0.00008875086584,
🇺🇸,zylenox,0,0,8:45.820,8:48.997,15 Oct 2025,230,(U),unknown,,,https://www.youtube.com/watch?v=V6zCvGFaLyo,8,48,997,528997,,,410359,1.28910783,410359,1.28910783,-0.0005,0.8914,3.057976561,41.0010,45.9979,338.3222,4.26759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:49.348,8:49.348,19 Feb 2026,103,(U),unknown,,,https://www.youtube.com/watch?v=DQEdLEhfIcw,8,49,348,529348,,,410359,1.289963179,410359,1.289963179,-0.0005,0.9498,3.071742672,43.4479,45.7441,335.3835,4.29074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:49.409,8:49.409,28 May 2025,370,(U),unknown,,,https://www.youtube.com/watch?v=xyDX6i-JbRU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=128,8,49,409,529409,,,410359,1.290111829,421494,1.256029742,-0.0005,0.8311,2.565865971,46.3058,55.7159,334.8734,4.29477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0.006312017014,3.516799642,
🇳🇴,skycrab1,0,0,8:49.441,8:49.441,06 Mar 2026,88,(U),unknown,,,https://www.youtube.com/watch?v=IpU2pIs3HGI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=163,8,49,441,529441,,,410359,1.290189809,410359,1.290189809,-0.0005,0.9570,3.075399292,43.7106,45.6768,334.6059,4.29689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0.9341229606,426.6777749,
🇵🇱,watermelon1708,0,0,8:45.180,8:49.596,22 Dec 2025,162,(U),see video,,,https://www.youtube.com/watch?v=oDrlzG59d00,8,49,596,529596,,,410359,1.290567527,410359,1.290567527,-0.0005,0.9222,3.081502229,42.0195,45.5647,333.3109,4.30716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0.6536698967,297.8430071,
🇳🇴,skycrab1,0,0,8:49.496,8:49.628,07 Feb 2026,115,(U),unknown,,,https://www.youtube.com/watch?v=9i8Wohwq8no&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=168,8,49,628,529628,,,410359,1.290645508,410359,1.290645508,-0.0005,0.9441,3.082763525,42.9968,45.5416,333.0437,4.30928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.8589131226,391.162794,
🇺🇸,Feinberg,0,1,8:49.295,8:49.902,17 Apr 2025,411,(V),1158649802805325651,,,https://www.speedrun.com/mc/runs/m7erj55z,8,49,902,529902,,,410359,1.291313216,421494,1.257199391,-0.0005,0.8142,2.581984914,45.0913,55.3783,330.7581,4.32750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:49.936,8:49.936,08 Nov 2025,206,(U),see video,,,https://www.youtube.com/watch?v=5haOUDeGf-A&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=149,8,49,936,529936,,,410359,1.29139607,410359,1.29139607,-0.0005,0.9021,3.094926909,40.8834,45.3189,330.4748,4.32977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,206,0.4172033192,189.0718363,
🇺🇸,meebie,0,0,8:48.596,8:50.051,03 Sep 2023,1003,(U),7299498132050335302,15,Yes,https://www.youtube.com/watch?v=LMy95QFL1VM,8,50,51,530051,,,410359,1.291676313,465828,1.137868484,-0.0005,0.6056,1.334850792,50.9714,84.1638,329.5169,4.33744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,0,0,
🇫🇮,sadekeppi,0,0,8:50.468,8:50.468,30 Dec 2025,154,(U),unknown,,,https://www.youtube.com/watch?v=eoU6uHpwlCc,8,50,468,530468,,,410359,1.292692496,410359,1.292692496,-0.0005,0.9259,3.11603654,41.6041,44.9342,326.0497,4.36535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:50.451,8:50.501,19 Oct 2023,957,(U),unknown,,,https://www.youtube.com/watch?v=Wq1CcMWfAsY,8,50,501,530501,,,410359,1.292772913,465828,1.138834505,-0.0005,0.6197,1.342208011,52.0485,83.9882,325.7757,4.36757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,957,0,0,
🇨🇦,Aquacorde,0,0,8:50.506,8:50.506,19 Jul 2025,318,(U),-7616555443413747711,,,https://www.youtube.com/watch?v=68HoZv27LzI,8,50,506,530506,,,410359,1.292785098,410359,1.292785098,-0.0005,0.8530,3.117549239,38.3053,44.9067,325.7342,4.36791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,318,0.04012550147,18.01903899,
🇺🇸,Reignex,0,0,8:50.578,8:50.578,30 Sep 2023,976,(U),unknown,,,https://www.youtube.com/watch?v=z1feRpPuykI,8,50,578,530578,,,410359,1.292960554,465828,1.138999803,-0.0005,0.6139,1.343470669,51.5379,83.9580,325.1367,4.37275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
