flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,timeloss 
🇳🇴,skycrab1,0,0,9:10.467,9:14.159,20 Sep 2025,224,(U),unknown,,,https://www.youtube.com/watch?v=OEZzZLeynP0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=139,9,14,159,554159,554,0,410359,1.350424872,410359,1.350424872,-0.0019,0.6534,4,196.4638,283.5733,283.5733,4.19509,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:13.279,9:14.255,15 Feb 2024,807,(U),unknown,,,https://www.youtube.com/watch?v=WLjCJKEsbRU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=9,9,14,255,554255,554,0,410359,1.350658813,421494,1.3149772,-0.0019,0.2158,4,72.1811,316.6190,282.9444,4.20005,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:12.682,9:14.598,17 Aug 2024,623,(U),-7884786286742246917,,,https://www.youtube.com/watch?v=AzF0dGCk1Ow&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=56,9,14,598,554598,555,1,410359,1.351494667,421494,1.315790972,-0.0019,0.3061,4,102.1358,314.2590,280.7016,4.21785,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,9:12.401,9:14.662,24 Jul 2025,282,(U),unknown,,,https://www.youtube.com/watch?v=4QYqWY63NSU,9,14,662,554662,555,1,410359,1.351650628,410359,1.351650628,-0.0019,0.5852,4,175.3264,280.2839,280.2839,4.22118,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:14.024,9:14.498,29 Jan 2024,824,(U),6589962244023862742,,,https://www.youtube.com/watch?v=-hzOpmkTbDU,9,14,498,554498,554,0,410359,1.351250978,421494,1.315553721,-0.0019,0.2090,4,69.7645,314.9465,281.3548,4.21265,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:14.533,9:15.162,26 Apr 2024,736,(U),-3919243300877167705,,,https://www.youtube.com/watch?v=GeoFh01Ym_4,9,15,162,555162,555,0,410359,1.352869073,421494,1.317129069,-0.0019,0.2470,4,82.0671,310.3905,277.0280,4.24725,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:13.584,9:15.527,14 Apr 2025,383,(U),-8290656219591381128,,,https://www.youtube.com/watch?v=Zz14GZVj_0g,9,15,527,555527,556,1,410359,1.353758538,421494,1.317995037,-0.0019,0.4830,4,160.0696,307.8951,274.6602,4.26638,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:14.089,9:15.601,11 Nov 2023,903,(U),2174062846577023263,,,https://www.youtube.com/watch?v=pUgJefjM1GA,9,15,601,555601,556,1,410359,1.353938868,465828,1.192717054,-0.0019,0.1798,4,88.8651,471.1564,274.1811,4.27026,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:14.966,9:16.045,09 Jul 2024,662,(U),1846406805123780457,,,https://www.youtube.com/watch?v=6Yj7_cuk-uM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=41,9,16,45,556045,556,0,410359,1.355020848,421494,1.319223998,-0.0019,0.2843,4,93.8578,304.3650,271.3130,4.29365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:16.215,9:16.215,06 Apr 2025,391,(U),unknown,,,https://www.youtube.com/watch?v=yJf1cOGUM_k,9,16,215,556215,556,0,410359,1.355435119,421494,1.319627326,-0.0019,0.4757,4,156.8763,303.2094,270.2179,4.30263,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:14.913,9:16.380,10 Feb 2024,812,(U),unknown,,,https://www.youtube.com/watch?v=5zSaBWQqr4U&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=6,9,16,380,556380,556,0,410359,1.355837206,421494,1.32001879,-0.0019,0.2138,4,70.4125,302.0892,269.1566,4.31136,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:14.387,9:16.437,20 May 2023,1078,(U),8905593962406892009,,,https://www.youtube.com/watch?v=hGU9t4TJ2m0,9,16,437,556437,556,0,410359,1.355976109,465828,1.194511708,-0.0019,0.1290,4,63.3456,464.4840,268.7904,4.31439,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,1,9:14.036,9:16.477,02 Apr 2025,395,(V),-6799269420836569969,,,https://www.speedrun.com/mc/runs/y9pq32vm,9,16,477,556477,556,0,410359,1.356073584,421494,1.320248924,-0.0019,0.4721,4,155.3956,301.4313,268.5335,4.31651,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:15.604,9:16.493,26 Jan 2024,827,(U),-1042044413178476719,,,https://www.youtube.com/watch?v=pAhnFo4AVnE,9,16,493,556493,556,0,410359,1.356112575,421494,1.320286884,-0.0019,0.2078,4,68.3785,301.3228,268.4307,4.31736,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:16.645,9:16.645,17 Oct 2024,562,(U),6561585119955405427,,,https://www.youtube.com/watch?v=MkMf2lrPDJk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=85,9,16,645,556645,557,1,410359,1.356482982,421494,1.320647506,-0.0019,0.3438,4,113.0089,300.2930,267.4555,4.32543,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Infume,0,1,9:13.433,9:16.955,05 Nov 2023,909,(V),2006249756228583623,09,Yes,https://www.speedrun.com/mc/runs/yoo68gjy,9,16,955,556955,557,1,410359,1.357238418,465828,1.195623707,-0.0019,0.1778,4,87.0065,460.3524,265.4709,4.34193,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:17.074,9:17.074,22 Sep 2024,587,(U),7208789671149948230,,,https://www.youtube.com/watch?v=GoOPg6uyw0M,9,17,74,557074,557,0,410359,1.357528408,421494,1.321665314,-0.0019,0.3278,4,107.4349,297.3929,264.7106,4.34827,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,0,9:17.060,9:17.060,04 Oct 2024,575,(U),-7707972832259680714,,,https://www.youtube.com/watch?v=OErmac0MJfo,9,17,60,557060,557,0,410359,1.357494292,421494,1.321632099,-0.0019,0.3354,4,109.9236,297.4874,264.8000,4.34753,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:17.140,9:17.140,12 Dec 2022,1237,(U),unknown,,,https://www.youtube.com/watch?v=6nhON_z_fUs,9,17,140,557140,557,0,410359,1.357689243,495537,1.124315641,-0.0019,0.0953,4,59.6657,600.5437,264.2893,4.35180,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:17.397,9:17.397,31 Oct 2024,548,(U),-8999228905854836808,,,https://www.youtube.com/watch?v=3DH8mKGha0g,9,17,397,557397,557,0,410359,1.358315524,421494,1.322431636,-0.0019,0.3530,4,115.4303,295.2158,262.6512,4.36555,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,1,9:16.632,9:17.414,04 Mar 2025,424,(V),-7135634061431368207,,,https://www.speedrun.com/mc/runs/y6geo5jm,9,17,414,557414,557,0,410359,1.358356951,421494,1.322471969,-0.0019,0.4468,4,146.0786,295.1013,262.5430,4.36646,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:10.985,9:17.522,15 May 2023,1082.104167,(U),-7323274319262585461,15,Yes,https://www.youtube.com/watch?v=EUYjJCqOPdc,9,17,522,557522,558,1,410359,1.358620135,465828,1.196840894,-0.0019,0.1280,4,62.3657,455.8327,261.8560,4.37225,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:13.869,9:17.609,31 Jan 2023,1187,(U),-7020151109902988040,15,Yes,https://www.youtube.com/watch?v=LFG9a3caV7M,9,17,609,557609,558,1,410359,1.358832145,495537,1.125262089,-0.0019,0.1048,4,65.3914,596.5776,261.3030,4.37692,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,1,9:16.512,9:17.825,18 Sep 2024,591,(V),-8519881394831868986,,,https://www.speedrun.com/mc/runs/yvxpxe6z,9,17,825,557825,558,1,410359,1.359358513,421494,1.323447072,-0.0019,0.3253,4,106.0485,292.3395,259.9323,4.38853,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:18.049,9:18.049,10 Oct 2024,569,(U),7717196540961604110,,,https://www.youtube.com/watch?v=zMUJ5AJmou8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=80,9,18,49,558049,558,0,410359,1.359904376,421494,1.323978515,-0.0019,0.3392,4,110.3978,290.8381,258.5138,4.40060,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:18.430,9:18.430,22 Jul 2025,284,(U),unknown,,,https://www.youtube.com/watch?v=za-UzBn_QrM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=134,9,18,430,558430,558,0,410359,1.360832832,410359,1.360832832,-0.0019,0.5830,4,169.9948,256.1082,256.1082,4.42119,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Reignex,0,0,9:18.705,9:18.705,14 Oct 2023,931,(U),unknown,12,Yes,https://www.youtube.com/watch?v=4FF1nTxjHGU,9,18,705,558705,559,1,410359,1.361502977,465828,1.199380458,-0.0019,0.1705,4,82.4041,446.4145,254.3776,4.43611,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:15.055,9:18.727,18 Oct 2025,196,(U),see video,,,https://www.youtube.com/watch?v=dMuMFmERlLs,9,18,727,558727,559,1,410359,1.361556588,410359,1.361556588,-0.0019,0.6891,4,200.5053,254.2394,254.2394,4.43730,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:16.999,9:18.825,30 Dec 2023,854,(U),unknown,,,https://www.youtube.com/watch?v=LBJgput7Jd4&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=2,9,18,825,558825,559,1,410359,1.361795404,446254,1.252257683,-0.0019,0.1974,4,80.2674,368.1144,253.6240,4.44263,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:18.887,9:18.887,23 Jun 2024,678,(U),unknown,,,https://www.youtube.com/watch?v=07u83rRMp7g&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=10,9,18,887,558887,559,1,410359,1.361946491,421494,1.32596668,-0.0019,0.2758,4,89.2096,285.2458,253.2349,4.44601,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,ulsahin,0,1,9:11.907,9:18.901,22 Oct 2022,1288,(V),-9175405862479286955,01,Yes,https://www.speedrun.com/mc/run/yw62x49m,9,18,901,558901,559,1,410359,1.361980607,517884,1.079201134,-0.0019,0.0865,4,63.7948,712.5270,253.1471,4.44677,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:17.770,9:18.915,05 Jul 2024,666,(U),9011816872477408016,,,https://www.youtube.com/watch?v=LWG_qoaOPj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=39,9,18,915,558915,559,1,410359,1.362014724,421494,1.326033111,-0.0019,0.2821,4,91.2486,285.0596,253.0593,4.44753,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:18.948,9:19.201,15 May 2024,717,(U),-4253594903097616882,,,https://www.youtube.com/watch?v=phM9zY5QURA,9,19,201,559201,559,0,410359,1.362711674,421494,1.32671165,-0.0019,0.2561,4,82.6522,283.1605,251.2685,4.46313,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:20.067,9:20.067,17 Mar 2024,776,(U),unknown,,,https://www.youtube.com/watch?v=wx_CPxzxwnY&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=7,9,20,67,560067,560,0,410359,1.364822022,421494,1.328766246,-0.0019,0.2289,4,73.4314,277.4388,245.8782,4.51065,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:20.313,9:20.313,14 Sep 2024,595,(U),1197606622777508367,,,https://www.youtube.com/watch?v=uvKQQ_wiAXU,9,20,313,560313,560,0,410359,1.365421497,421494,1.329349884,-0.0019,0.3229,4,103.3887,275.8215,244.3560,4.52422,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,1,9:20.103,9:20.564,05 Nov 2022,1274,(V),-04661894098057216280,,,https://www.speedrun.com/mc/runs/znq62l9z,9,20,564,560564,561,1,410359,1.366033156,517884,1.082412278,-0.0019,0.0889,4,64.7405,698.1068,242.8070,4.53812,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:21.103,9:21.103,20 Sep 2025,224,(U),see video,,,https://www.youtube.com/watch?v=GHKDc6d-Fes&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=140,9,21,103,561103,561,0,410359,1.36734664,410359,1.36734664,-0.0019,0.6534,4,186.9174,239.4949,239.4949,4.56807,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:20.519,9:21.114,10 Dec 2023,874,(U),-3029852224010085717,,,https://www.youtube.com/watch?v=ddJ5zdyslbw,9,21,114,561114,561,0,410359,1.367373446,446254,1.257387049,-0.0019,0.1900,4,76.0212,351.2023,239.4275,4.56869,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,1,9:18.601,9:21.223,31 Aug 2022,1340,(V),-926914523663257060,,,https://www.speedrun.com/mc/runs/znq7rllz,9,21,223,561223,561,0,410359,1.367639067,517884,1.083684763,-0.0019,0.0784,4,56.8427,692.3521,238.7602,4.57477,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:19.696,9:21.313,12 Jul 2025,294,(U),9087194925192302501,,,https://www.youtube.com/watch?v=YhRxM08p0zE,9,21,313,561313,561,0,410359,1.367858387,410359,1.367858387,-0.0019,0.5720,4,163.3949,238.2099,238.2099,4.57979,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:18.200,9:21.657,13 Oct 2023,932,(U),5505825860127473867,,,https://www.youtube.com/watch?v=ePu9GV9eOKA,9,21,657,561657,562,1,410359,1.368696678,465828,1.205717561,-0.0019,0.1702,4,80.5321,423.0072,236.1113,4.59905,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:21.700,9:21.700,18 Nov 2024,530,(U),4892185153542737576,,,https://www.youtube.com/watch?v=ZDMheI2JkhE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=95,9,21,700,561700,562,1,410359,1.368801464,421494,1.33264056,-0.0019,0.3653,4,115.8279,266.7707,235.8496,4.60146,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:21.933,9:21.933,21 Oct 2024,558,(U),-5604599059233679142,,,https://www.youtube.com/watch?v=IfSVkk_BYyI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=87,9,21,933,561933,562,1,410359,1.36936926,421494,1.333193355,-0.0019,0.3464,4,109.6449,265.2619,234.4335,4.61455,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:22.270,9:22.270,06 Dec 2023,878,(U),unknown,,,https://www.youtube.com/watch?v=4AiI-9WGRVg,9,22,270,562270,562,0,410359,1.370190492,465828,1.207033497,-0.0019,0.1886,4,88.8449,418.1681,232.3920,4.63353,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.481,9:22.481,26 May 2024,706,(U),2029778823013494560,,,https://www.youtube.com/watch?v=A__tIzZKmi4,9,22,481,562481,562,0,410359,1.370704676,421494,1.334493492,-0.0019,0.2615,4,82.4464,261.7268,231.1178,4.64545,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.502,9:22.502,07 Jun 2025,329,(U),-803046318085136033,,,https://www.youtube.com/watch?v=XDNtWhu2Vbk,9,22,502,562502,563,1,410359,1.37075585,421494,1.334543315,-0.0019,0.5352,4,168.7298,261.5917,230.9912,4.64664,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.630,9:22.919,24 Jun 2025,312,(U),-731369506168980347,,,https://www.youtube.com/watch?v=JWt0HXHpP90,9,22,919,562919,563,1,410359,1.371772034,410359,1.371772034,-0.0019,0.5528,4,156.1070,228.4829,228.4829,4.67029,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,9:22.696,9:23.114,24 Dec 2023,860,(U),-915907836254045753,06,Yes,https://www.youtube.com/watch?v=Dr2HLNRqUNg,9,23,114,563114,563,0,410359,1.372247227,446254,1.261868801,-0.0019,0.1951,4,76.9673,336.5998,227.3142,4.68138,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:23.530,9:23.530,09 Sep 2024,600,(U),unknown,,,https://www.youtube.com/watch?v=LcP3_KsnQBU&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=13,9,23,530,563530,564,1,410359,1.373260974,421494,1.336982258,-0.0019,0.3198,4,100.0925,255.0133,224.8301,4.70513,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:22.604,9:23.535,21 Apr 2025,376,(U),unknown,,,https://www.youtube.com/watch?v=5q8FW1Ippp0,9,23,535,563535,564,1,410359,1.373273158,421494,1.336994121,-0.0019,0.4895,4,153.1870,254.9815,224.8003,4.70541,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:22.799,9:23.620,20 Jun 2025,316,(U),-4713042810041071084,,,https://www.youtube.com/watch?v=tUPPN8xWm5Q,9,23,620,563620,564,1,410359,1.373480294,410359,1.373480294,-0.0019,0.5486,4,154.1558,224.2943,224.2943,4.71028,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:23.687,9:23.687,03 Oct 2024,576,(U),-7384765236082352690,,,https://www.youtube.com/watch?v=F1V1bKWF_BA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=74,9,23,687,563687,564,1,410359,1.373643566,421494,1.337354743,-0.0019,0.3347,4,104.6458,254.0147,223.8958,4.71411,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:23.710,9:23.710,05 Sep 2024,604,(U),9087246093674379559,,,https://www.youtube.com/watch?v=4u3juUdWOrY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=64,9,23,710,563710,564,1,410359,1.373699614,421494,1.337409311,-0.0019,0.3174,4,99.2079,253.8686,223.7590,4.71543,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,1,9:22.527,9:23.863,20 Aug 2022,1351,(V),-6071912128039465735,,,https://www.speedrun.com/mc/runs/y4x2xndz,9,23,863,563863,564,1,410359,1.374072459,517884,1.08878243,-0.0019,0.0768,4,54.6317,669.0869,222.8505,4.72421,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
