flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇦🇺,Erikfzf,0,1,9:47.896,9:50.075,19 Apr 2023,1175,(V),-3556903538673690675,09,Yes,https://www.speedrun.com/mc/run/y2jlp8wz,9,50,75,590075,2179,2.179,587896,1.437948236,465828,1.266722911,,0.5557,2.716624375,29.2351,52.6081,22.2392,10.47830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:50.421,9:50.421,15 Nov 2025,234,(U),unknown,,,https://www.youtube.com/watch?v=3ag6jYLEATw,9,50,421,590421,0,0,590421,1.4387914,410359,1.4387914,,0.8896,6.481971151,8.4149,9.4594,21.6973,10.52922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:49.649,9:50.424,12 Sep 2023,1029,(U),-1655592444366996481,,,https://www.youtube.com/watch?v=FBTXjli9DBQ,9,50,424,590424,775,0.775,589649,1.43879871,465828,1.267472114,,0.5978,2.727476838,31.3180,52.3887,21.6926,10.52966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:50.463,9:50.463,20 Aug 2023,1052,(U),unknown,,,https://www.youtube.com/watch?v=48-PM4b2mhk,9,50,463,590463,0,0,590463,1.438893749,465828,1.267555836,,0.5910,2.728691971,30.9454,52.3642,21.6322,10.53542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.721,9:50.491,21 Jun 2024,746,(U),-6497843382079027047,,,https://www.youtube.com/watch?v=F8E2ivfO0zk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=37,9,50,491,590491,770,0.77,589721,1.438961982,421494,1.400947582,,0.6887,5.39569794,11.1676,16.2163,21.5889,10.53955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:39.067,9:50.542,28 Oct 2023,983,(U),9080996345703823922,,,https://www.youtube.com/watch?v=_V6MkKldJvY,9,50,542,590542,11475,11.475,579067,1.439086263,465828,1.267725427,,0.6117,2.731154869,32.0012,52.3145,21.5102,10.54708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.665,9:50.665,23 Sep 2024,652,(U),2493200409668593062,,,https://www.youtube.com/watch?v=EEEQo8N6gQU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=72,9,50,665,590665,0,0,590665,1.439386001,421494,1.401360399,,0.7218,5.406630986,11.6434,16.1309,21.3214,10.56527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:43.048,9:50.671,06 Jun 2023,1127,(U),5486779662085254088,,,https://www.youtube.com/watch?v=GNfBvK-DdeI,9,50,671,590671,7623,7.623,583048,1.439400622,465828,1.268002353,,0.5692,2.735180815,29.7319,52.2334,21.3122,10.56615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:50.705,9:50.705,28 May 2025,405,(U),1875131557642639498,,,https://www.youtube.com/watch?v=WHI4EIF361I,9,50,705,590705,0,0,590705,1.439483477,421494,1.401455299,,0.8167,5.409147063,13.1579,16.1113,21.2602,10.57118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:48.924,9:50.706,14 Apr 2024,814,(U),unknown,,,https://www.youtube.com/watch?v=sr2kZbeK9UA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=15,9,50,706,590706,1782,1.782,588924,1.439485914,421494,1.401457672,,0.6656,5.409209978,10.7241,16.1108,21.2587,10.57133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:49.586,9:50.726,23 Jan 2024,896,(U),-584548052417778455,,,https://www.youtube.com/watch?v=ql5yaRF0gCE,9,50,726,590726,1140,1.14,589586,1.439534651,421494,1.401505122,,0.6389,5.410468412,10.2870,16.1010,21.2282,10.57429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.792,9:50.792,07 Nov 2024,607,(U),7554489611952099407,,,https://www.youtube.com/watch?v=6-ETpuXoEEk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=91,9,50,792,590792,0,0,590792,1.439695486,421494,1.401661708,,0.7382,5.414623061,11.8624,16.0688,21.1277,10.58407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:50.666,9:50.833,12 Aug 2025,329,(U),unknown,,,https://www.youtube.com/watch?v=a9jbQgG4J-I,9,50,833,590833,167,0.167,590666,1.439795399,410359,1.439795399,,0.8483,6.513210182,7.8979,9.3101,21.0655,10.59015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇱,HDMICables,0,0,9:47.685,9:50.847,01 Apr 2024,827,(U),-6489983192419872775,,,https://www.youtube.com/watch?v=QyDlPL4PetM,9,50,847,590847,3162,3.162,587685,1.439829515,421494,1.401792196,,0.6613,5.418087396,10.6090,16.0419,21.0443,10.59222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,1,9:50.878,9:50.878,04 Oct 2023,1007,(V),-1789423009707373733,,Yes,https://www.speedrun.com/mc/runs/y6q50l6z,9,50,878,590878,0,0,590878,1.439905059,465828,1.268446723,,0.6044,2.741652089,31.4917,52.1031,20.9974,10.59682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,bluescaled,0,1,9:50.982,9:50.982,20 Sep 2023,1021,(V),924997636585373701,12,Yes,https://www.speedrun.com/mc/runs/z5k12xdz,9,50,982,590982,0,0,590982,1.440158495,465828,1.268669981,,0.6002,2.744908495,31.2327,52.0376,20.8406,10.61226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:48.795,9:51.150,17 Jun 2025,385,(U),unknown,,,https://www.youtube.com/watch?v=EZF1Z0DG-74,9,51,150,591150,2355,2.355,588795,1.440567893,410359,1.440567893,,0.8249,6.537335172,7.5860,9.1963,20.5892,10.63723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.158,9:51.158,08 Dec 2025,211,(U),unknown,,,https://www.youtube.com/watch?v=fKGyoMdXDzc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=156,9,51,158,591158,0,0,591158,1.440587388,410359,1.440587388,,0.8999,6.537945009,8.2729,9.1934,20.5773,10.63843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Dylqn,0,1,9:54.988,9:51.164,01 Aug 2022,1436,(V),-7315821799138863380,,,https://www.speedrun.com/mc/runs/yod43rjm,9,51,164,591164,-3824,-3.824,594988,1.440602009,517884,1.141498868,,0.4877,1.362694828,40.7244,83.4985,20.5684,10.63932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.489,9:51.181,20 Mar 2026,109,(U),unknown,,,https://www.youtube.com/watch?v=_SXbQSqj37s&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=173,9,51,181,591181,692,0.692,590489,1.440643437,410359,1.440643437,,0.9470,6.539698568,8.6980,9.1852,20.5431,10.64185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,sockmonkey747,0,1,9:45.214,9:51.192,22 Sep 2022,1384,(V),-7834893168215751805,09,Yes,https://www.speedrun.com/mc/run/yl16p3xm,9,51,192,591192,5978,5.978,585214,1.440670242,517884,1.141552935,,0.5006,1.363113533,41.7921,83.4884,20.5267,10.64349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.202,9:51.202,09 Oct 2024,636,(U),6786942152196432309,,,https://www.youtube.com/watch?v=qIX6RDLk3Fw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=79,9,51,202,591202,0,0,591202,1.440694611,421494,1.402634438,,0.7276,5.440494706,11.5463,15.8690,20.5119,10.64498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,mikky_,0,0,9:51.206,9:51.206,07 Feb 2026,150,(U),unknown,,,https://www.youtube.com/watch?v=6vTH4hhhXXE,9,51,206,591206,0,0,591206,1.440704359,410359,1.440704359,,0.9277,6.541605074,8.5132,9.1763,20.5059,10.64557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.237,9:51.237,04 Sep 2024,671,(U),-5564102044404778436,,,https://www.youtube.com/watch?v=J6913JzSFoI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=63,9,51,237,591237,0,0,591237,1.440779902,421494,1.402717476,,0.7150,5.442708253,11.3339,15.8520,20.4600,10.65019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:49.755,9:51.238,17 Dec 2025,202,(U),unknown,,,https://www.youtube.com/watch?v=wz6HL9sHv3A,9,51,238,591238,1483,1.483,589755,1.440782339,410359,1.440782339,,0.9039,6.544046108,8.2844,9.1648,20.4585,10.65034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.066,9:51.257,09 Jun 2025,393,(U),unknown,,,https://www.youtube.com/watch?v=v8YGkPkyD8w,9,51,257,591257,191,0.191,591066,1.44082864,421494,1.402764927,,0.8216,5.44397349,13.0161,15.8423,20.4303,10.65317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,megelimc,0,0,9:47.731,9:51.467,01 Jan 2024,918,(U),unknown,??,Yes,https://www.youtube.com/watch?v=ZnJ9vJWKmrI,9,51,467,591467,3736,3.736,587731,1.441340387,446254,1.325404366,,0.6319,3.692599314,22.3293,35.3359,20.1214,10.68451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,9:51.570,9:51.570,03 Feb 2025,519,(U),unknown,,,https://www.youtube.com/watch?v=yfW9c75NRgA,9,51,570,591570,0,0,591570,1.441591387,421494,1.403507523,,0.7714,5.46380794,12.1045,15.6909,19.9711,10.69991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇷,AstraF,0,0,9:51.720,9:51.720,27 Oct 2023,984,(U),-337439981175768477,01,Yes,https://www.youtube.com/watch?v=2BIv_Ia0X00,9,51,720,591720,0,0,591720,1.441956921,465828,1.270254257,,0.6114,2.768115448,31.5316,51.5726,19.7540,10.72237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇷🇺,aleen,0,0,9:51.372,9:51.955,13 Jun 2023,1120,(U),527896806905356617,04,Yes,https://www.youtube.com/watch?v=T3tdEJDfjbA,9,51,955,591955,583,0.583,591372,1.44252959,465828,1.270758735,,0.5712,2.775541736,29.3740,51.4243,19.4174,10.75765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,1,9:52.129,9:52.129,06 Apr 2023,1188,(V),-6774371518579710751,12,Yes,https://www.speedrun.com/mc/run/y4g4q23y,9,52,129,592129,0,0,592129,1.442953609,465828,1.271132263,,0.5521,2.781051757,28.3315,51.3145,19.1712,10.78384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:51.888,9:52.213,01 Dec 2024,583,(U),-585511820718115060,,,https://www.youtube.com/watch?v=NZGdtGg7EMI,9,52,213,592213,325,0.325,591888,1.443158308,421494,1.405033049,,0.7471,5.504752151,11.4928,15.3823,19.0531,10.79650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:52.329,9:52.329,18 Feb 2026,139,(U),-865004664165552620,,,https://www.youtube.com/watch?v=jvUCdetNvWc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=35,9,52,329,592329,0,0,592329,1.443440987,410359,1.443440987,,0.9329,6.627745829,8.1914,8.7810,18.8911,10.81401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇪,boyenn,0,0,9:52.329,9:52.329,02 May 2025,431,(U),unknown,,,https://www.youtube.com/watch?v=d_SBrMIiMm4,9,52,329,592329,0,0,592329,1.443440987,421494,1.405308261,,0.8061,5.512167115,12.3557,15.3270,18.8911,10.81401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:47.627,9:52.339,30 Mar 2025,464,(U),unknown,,,https://www.youtube.com/watch?v=qhwp9ohvjNc,9,52,339,592339,4712,4.712,587627,1.443465356,421494,1.405331986,,0.7929,5.512806744,12.1497,15.3223,18.8772,10.81552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,9:50.806,9:52.473,12 Oct 2024,633,(U),unknown,,,https://www.youtube.com/watch?v=5MVwaZKykSA,9,52,473,592473,1667,1.667,590806,1.443791899,421494,1.405649902,,0.7287,5.521384028,11.1188,15.2586,18.6915,10.83578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:52.481,9:52.481,18 Feb 2026,139,(U),unknown,,,https://www.youtube.com/watch?v=2Lpf6uTKLWQ,9,52,481,592481,0,0,592481,1.443811394,410359,1.443811394,,0.9329,6.639480644,8.1424,8.7284,18.6804,10.83699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,retropog,0,1,9:52.143,9:52.559,14 Mar 2023,1211,(V),-5536233051706105500,01,Yes,https://www.speedrun.com/mc/run/mro0xldm,9,52,559,592559,416,0.416,592143,1.444001472,465828,1.272055351,,0.5458,2.794710214,27.8593,51.0430,18.5731,10.84879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:50.254,9:52.607,29 Aug 2025,312,(U),unknown,,,https://www.youtube.com/watch?v=1CSaPJ3zD9E,9,52,607,592607,2353,2.353,590254,1.444118443,410359,1.444118443,,0.8556,6.649221889,7.4305,8.6849,18.5072,10.85607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:52.674,9:52.674,14 Jul 2023,1089,(U),3311070428506478041,,,https://www.youtube.com/watch?v=0xG_Me1Rz5g,9,52,674,592674,0,0,592674,1.444281714,465828,1.272302223,,0.5801,2.798373149,29.5695,50.9703,18.4156,10.86623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:51.200,9:52.693,27 Nov 2024,587,(U),unknown,,,https://www.youtube.com/watch?v=fOaCQDFWOJY&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=14,9,52,693,592693,1493,1.493,591200,1.444328015,421494,1.406171855,,0.7456,5.535491401,11.2998,15.1543,18.3897,10.86911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.787,9:52.736,08 Feb 2025,514,(U),unknown,,,https://www.youtube.com/watch?v=3nU_mEfgpK0,9,52,736,592736,949,0.949,591787,1.444432802,421494,1.406273873,,0.7734,5.538252425,11.7041,15.1339,18.3312,10.87563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:52.350,9:52.741,04 Nov 2025,245,(U),unknown,,,https://www.youtube.com/watch?v=OHpcSW2oLMw,9,52,741,592741,391,0.391,592350,1.444444986,410359,1.444444986,,0.8847,6.659595272,7.6428,8.6389,18.3244,10.87639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇳,pluginL,0,1,9:50.137,9:52.818,24 Aug 2022,1413,(V),656442864665422707,09,Yes,https://www.speedrun.com/mc/run/mrr1172m,9,52,818,592818,2681,2.681,590137,1.444632627,517884,1.144692634,,0.4934,1.387633364,40.9008,82.9013,18.2200,10.88809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,1,9:50.003,9:52.982,01 Oct 2022,1375,(X),7341342396448378050,06,Yes,https://www.speedrun.com/mc/run/zgqlvxey,9,52,982,592982,2979,2.979,590003,1.445032277,517884,1.145009307,,0.5028,1.390128954,41.6553,82.8415,17.9991,10.91303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.477,9:53.013,04 Jul 2025,368,(U),unknown,,,https://www.youtube.com/watch?v=CjilClmnXOo,9,53,13,593013,1536,1.536,591477,1.44510782,410359,1.44510782,,0.8319,6.680695004,7.1096,8.5458,17.9576,10.91775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Mynski,0,0,9:50.933,9:53.151,01 Jul 2023,1101.333333,(U),unknown,??,Yes,https://www.youtube.com/watch?v=cXPQARw8DO8,9,53,151,593151,2218,2.218,590933,1.445444111,465828,1.273326206,,0.5766,2.813611967,29.2139,50.6688,17.7737,10.93879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,9:53.228,9:53.228,24 Feb 2024,864,(U),unknown,,,https://www.youtube.com/watch?v=M7vo-rJIJjU,9,53,228,593228,0,0,593228,1.445631752,421494,1.40744115,,0.6492,5.569929334,9.6747,14.9023,17.6718,10.95055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:52.194,9:53.340,22 Sep 2024,653,(U),-9213133469295055645,,,https://www.youtube.com/watch?v=WlkQTuuVfUg,9,53,340,593340,1146,1.146,592194,1.445904683,421494,1.407706871,,0.7214,5.577162395,10.7134,14.8499,17.5244,10.96766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,9:56.852,9:58.362,12 May 2024,786,(U),unknown,,,https://www.youtube.com/watch?v=9gVNq-W0_m8,9,58,362,598362,1510,1.51,596852,1.458142748,421494,1.419621632,,0.6750,5.910028499,8.5109,12.6083,11.8496,11.76005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,1,9:53.628,9:53.628,09 Mar 2022,1581,(V),-4620186726931781022,,,https://www.speedrun.com/mc/runs/yvq5e58m,9,53,628,593628,0,0,593628,1.446606508,548820,1.081644255,,0.4536,0.9660862418,42.0496,92.6982,17.1496,11.01179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇰🇷,temp_gd,0,1,9:49.097,9:53.643,28 Dec 2023,922,(V),6992561561030864143,12,Yes,https://www.speedrun.com/mc/run/ywnx46ny,9,53,643,593643,4546,4.546,589097,1.446643061,446254,1.330280513,,0.6307,3.786146646,21.4054,33.9416,17.1303,11.01409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:52.003,9:53.778,08 Aug 2024,698,(U),-7456900742999053389,,,https://www.youtube.com/watch?v=nJT3-TIU4ak&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=49,9,53,778,593778,1775,1.775,592003,1.446972042,421494,1.408746032,,0.7054,5.605527608,10.3311,14.6458,16.9570,11.03483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,DoWiii,0,1,9:49.255,9:53.787,01 Aug 2023,1071,(X),4890156782028618335,08,Yes,https://www.speedrun.com/mc/runs/m3qw49dy,9,53,787,593787,4532,4.532,589255,1.446993974,465828,1.274691517,,0.5854,2.834045096,29.4247,50.2663,16.9455,11.03622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.947,9:53.877,28 May 2025,405,(U),unknown,,,https://www.youtube.com/watch?v=f7zANgiWh0A,9,53,877,593877,1930,1.93,591947,1.447213294,421494,1.408980911,,0.8167,5.611956339,11.9236,14.5999,16.8308,11.05007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,Tiger,0,1,9:52.512,9:53.934,09 Jan 2024,910,(U),-3526546892064748908,09,Yes,https://www.youtube.com/watch?v=WxdVXejncoc,9,53,934,593934,1422,1.422,592512,1.447352196,421494,1.409116144,,0.6344,5.615660648,9.2462,14.5736,16.7585,11.05884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
